id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,locality,location,price
9438,Best Western Plus Barrie,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Free parking', 'Breakfast included', 'Business Centre with Internet Access', 'Dry Cleaning', 'Electric vehicle charging station', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",35 Hart Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3805726801477, -79.7079590990768)",99
9439,Horseshoe Resort,3.5,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Restaurant', 'Bar/Lounge', 'Spa', 'Free parking', 'Banquet Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Conference Facilities', 'Golf Course', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Ski-In / Ski-Out', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms', 'Suites']",1101 Horseshoe Valley Rd W Barrie Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",
9440,Holiday Inn Barrie Hotel & Conference Centre,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Pool', 'Room service', 'Free parking', 'Restaurant', 'Bar/Lounge', 'Airport transportation', 'Babysitting', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Sauna', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms']",20 Fairview Rd Barrie Ontario,Canada,Kimberley British Columbia,"(44.3625879455863, -79.6950116537948)",115
9441,Monte Carlo Inn Barrie Suites,,,[],81 Hart Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3774086659717, -79.7110554421414)",100
9442,Holiday Inn Express & Suites Barrie,4.0,Very good,"['Fitness Centre with Gym / Workout Room', 'Free High Speed Internet (WiFi)', 'Pool', 'Free parking', 'Breakfast included', 'Breakfast Available', 'Business Centre with Internet Access', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",506 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3312788820921, -79.6890424496618)",131
9443,Fairfield Inn & Suites Barrie,,,[],261 Essa Rd Barrie Ontario,Canada,Kimberley British Columbia,"(44.3563983, -79.6995663)",
9444,Four Points By Sheraton Barrie,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Room service', 'Restaurant', 'Bar/Lounge', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Non-smoking rooms', 'Suites']",60 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3553226, -79.6957867)",103
9445,Super 8 by Wyndham Barrie,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Non-smoking rooms', 'Suites']",441 Bryne Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.3358584846323, -79.6905221269227)",
9446,Residence & Conference Centre - Barrie,3.5,Very good,"['Free parking', 'Free Internet', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",101 Georgian Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.4143902461513, -79.6686438040729)",
9447,Three Wishes B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Spa', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",48 Steel St Barrie Ontario,Canada,Kimberley British Columbia,"(44.4026122666667, -79.6704837333333)",
9448,Clydesdale House,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9449,Richmond Manor Bed & Breakfast,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",16 Blake St Barrie Ontario,Canada,Kimberley British Columbia,"(44.3915921, -79.6769375)",
9450,Parkside House,5.0,Excellent,[],15 Parkside Dr Barrie Ontario,Canada,Kimberley British Columbia,"(44.38744403, -79.69589684)",
9451,Travelodge Barrie On Bayfield,3.0,Average,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Airport transportation', 'Indoor pool', 'Meeting rooms', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",300 Bayfield St Barrie Ontario,Canada,Kimberley British Columbia,"(44.4001652, -79.699736)",67
9452,Barrie Motel,2.0,Poor,"['Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Minibar', 'Refrigerator in room', 'Non-smoking rooms']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9453,Water's Edge B & B,,,[],2679 Lakeshore Rd E ,Canada,Kimberley British Columbia,"(44.5241811401693, -79.434357623316)",
9454,Travelodge Bracebridge,,,[],320 Taylor Rd Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0525274, -79.2897307)",
9455,Wellington Inn,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Breakfast Available', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9456,Cedar Lane Motel,3.5,Very good,"['Free parking', 'Pool', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms']",729 Cedar Lane Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0127431, -79.2982999)",79
9457,Knights Inn Bracebridge,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms']",400 Manitoba St Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0446712, -79.3175712)",
9458,Bracebridge Inn,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",133 Manitoba St Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0446712, -79.3175712)",
9459,Touchstone Resort on Lake Muskoka,,,[],1869 Muskoka Rd 118 W Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0518551, -79.4280566)",
9460,Inn at the Falls,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Banquet Room', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms', 'Suites']",8 Mahaffy Court Bracebridge Ontario,Canada,Kimberley British Columbia,"(50.000678, -86.000977)",99
9461,Spirit Bear Bed & Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']",67 Quebec St Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0387055, -79.3147512)",
9462,Brobst Forest Bed and Breakfast,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Air conditioning']",16 Brobst Forest Cres Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0290575, -79.3218966)",
9463,Patterson Kaye Resort by Regalton,,,[],1360 Golden Beach Rd Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0379777, -79.3678548)",
9464,Tree Tops Bed & Breakfast,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",1015 Melandaw Lane Bracebridge Ontario,Canada,Kimberley British Columbia,"(45.0115144, -79.3940385)",
9465,Best Western Plus Barclay Hotel,4.5,Excellent,"['Pool', 'Free parking', 'Room service', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",4277 Stamp Ave Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2538724, -124.8063179)",
9466,Cedar Wood Lodge Bed & Breakfast Inn & Conference Center,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Breakfast included', 'Banquet Room', 'Conference Facilities', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",5895 River Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2647976, -124.8387135)",129
9467,The Hospitality Inn,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Conference Facilities', 'Electric vehicle charging station', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",3835 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2454545, -124.7922571)",
9468,Somass Motel & RV,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Business Centre with Internet Access', 'Laundry Service', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",5279 River Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.260644, -124.822426)",
9469,Redford Motel & RV,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Room service', 'Restaurant', 'Business Centre with Internet Access', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3723 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2516291, -124.7803882)",90
9470,Tyee Village Motel,3.0,Average,"['Free parking', 'Pool', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",4151 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.24550805, -124.796233474681)",85
9471,Hummingbird Guesthouse,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",5769 River Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.263228, -124.8356178)",
9472,Char's Landing Guesthouse,4.5,,[],4815 Argyle St ,Canada,Kimberley British Columbia,"(49.213724, -123.072042)",
9473,Sproat Lake Landing Resort,4.5,Excellent,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Room service', 'Breakfast included', 'Banquet Room', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Minibar', 'Refrigerator in room', 'Accessible rooms', 'Non-smoking rooms']",10695 Lakeshore Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2752173, -124.961249)",
9474,Sequoia House Bed & Breakfast,5.0,Excellent,"['Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",3591 17th Ave Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2419111, -124.7891279)",
9475,Inntorestin B&B,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",3590 Estevan Dr Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2419287, -124.7877559)",
9476,Strathcona Street Bed and Breakfast,5.0,,[],6000 Strathcona St ,Canada,Kimberley British Columbia,"(55.8920442, -4.3223114)",
9477,Riverside Lodge B&B,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Concierge', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",6150 Ferguson Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2843911, -124.8606704)",
9478,Timberlodge & RV Campground,3.0,Average,"['Pool', 'Free parking', 'Bar/Lounge', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning']",2404 Timberlane Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2643901, -124.7551389)",84
9479,A-1 Alberni Inn,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Refrigerator in room', 'Kitchenette', 'Non-smoking rooms', 'Suites']",3805 Redford St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2454223, -124.7907062)",89
9480,Beaver Hut Bed And Breakfast,,,[],8188 Sheila Way ,Canada,Kimberley British Columbia,"(43.7417214, -121.541353)",
9481,Stamp Falls B & B,,,[],7890 Beaver Creek Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2598028, -124.817108)",
9482,The Roses Bed & Breakfast,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Hot Tub', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms', 'Suites']",5570 Kitsuksis St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9483,Sechart Lodge,,,[],5425 Argyle St Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.23539875, -124.814641376166)",
9484,Edelweiss Bed and Breakfast,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Multilingual Staff', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",2610 12th Ave Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2304661, -124.795115)",
9485,Arrowvale,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Children Activities (Kid / Family Friendly)', 'Multilingual Staff', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Microwave', 'Refrigerator in room', 'Kitchenette']",5955 Hector Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2899774, -124.9039766)",
9486,By the Quay Bed & Breakfast,5.0,Excellent,[],2959 Kingsway Street Port Alberni British Columbia,Canada,Kimberley British Columbia,"(55.001251, -125.002441)",
9487,China Creek Campground,3.5,Very good,"['Babysitting', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
9488,Esta Villa Motel,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Accessible rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",4014 Johnston Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.26358095, -124.795129935459)",
9489,Howard Johnson Hotel Port Alberni,3.0,Average,"['Free parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms']",4850 Beaver Creek Rd Port Alberni British Columbia,Canada,Kimberley British Columbia,"(49.2610632, -124.8192546)",
9490,Best Western Cranbrook Hotel,4.0,Very good,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Golf Course', 'Heated pool', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']", ,Canada,Kimberley British Columbia,"('nil', 'nil')",
