id,hotel_name,hotel_rating,hotel_experience,amenities,address,country,location,price
3234,Best Western Plus Burnaby Hotel and Conference Centre,4.0,Very good,"['Free High Speed Internet (WiFi)', 'Restaurant', 'Free parking', 'Breakfast included', 'Fitness Centre with Gym / Workout Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms', 'Smoking rooms available', 'Suites']",5411 Kingsway Burnaby British Columbia,Canada,"(49.2243084, -122.9854875)",
3235,Holiday Inn Express Hotel Vancouver Metrotown,4.0,Very good,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Free parking', 'Banquet Room', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Outdoor pool', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms', 'Suites']",4405 Central Blvd Burnaby British Columbia,Canada,"(49.2265894, -123.004442)",
3236,The Lodge @ Fortius Sport & Health,4.5,Excellent,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Bar/Lounge', 'Breakfast Available', 'Business Centre with Internet Access', 'Concierge', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Wheelchair Access', 'Air conditioning', 'Accessible rooms', 'Non-smoking rooms']",3713 Kensington Ave Burnaby British Columbia,Canada,"(49.2514593, -122.967841452598)",
3237,Simon Hotel,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Refrigerator in room', 'Non-smoking rooms']",8888 University Dr Burnaby British Columbia,Canada,"(55.001251, -125.002441)",
3238,An Yang House,5.0,,[],Waverley Avenue ,Canada,"(51.4242175, 0.7992111)",
3239,Happy Day Inn Hotel,3.0,Average,"['Free parking', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Concierge', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Self-Serve Laundry', 'Air conditioning', 'Kitchenette', 'Non-smoking rooms', 'Suites']",7330 6th St Burnaby British Columbia,Canada,"(49.2250995, -122.9353345)",
3240,The New 401 Hotel,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Concierge', 'Laundry Service', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Smoking rooms available']",2950 Boundary Rd Burnaby British Columbia,Canada,"(49.25770475, -123.023079756624)",89.0
3241,Chang Inn,1.0,,[],6868 Frederick Ave ,Canada,"(53.791833, -1.5139055)",70.0
3242,Imperial House Bed and Breakfast,3.5,,[],6907 Waverley Ave ,Canada,"(51.5892549, -0.0012184)",
3243,Vancouver Backpacker Guesthouse,3.0,Average,['Free High Speed Internet (WiFi)'],7020 Gray Ave Burnaby British Columbia,Canada,"(49.2200332, -122.9993061)",
3244,Lily's Bed & Breakfast,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms']",7225 Nelson Ave Burnaby British Columbia,Canada,"(49.2241919, -122.9941598)",
3245,Pelican Suites at Burnaby Lake,1.5,,[],5050 Sanders St ,Canada,"(40.6254434, -74.1513587)",
3246,Serenity Bed and Breakfast,2.5,Average,"['Free High Speed Internet (WiFi)', 'Airport transportation', 'Babysitting', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",5709 Rumble St Burnaby British Columbia,Canada,"(49.2148657, -122.9882164)",
3247,Wanli Waverley House,2.5,Average,"['Room service', 'Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Shuttle Bus Service', 'Air conditioning']",6895 Waverley Ave Burnaby British Columbia,Canada,"(49.2180425, -122.9975701)",
3248,SFU Guest Accommodations,2.0,,[],8888 University Dr ,Canada,"(-34.0689882, 150.7829413)",
3249,Edmond Home,1.0,,[],7141 16th Ave ,Canada,"(37.7430963, -122.4724931)",
3250,Deer Lake House,2.0,,[],5325 Rugby St ,Canada,"(42.2402014848485, -85.6319087474748)",
3251,Bralic's Burnaby Bed & Breakfast,,,[],6742 Winch St ,Canada,"(41.0745609, -85.1108246)",
3252,Burns Home,,,[],6841 Burns St ,Canada,"(55.9685565, -3.1654498)",
3253,Burris Street,,,[],7674 Burris St ,Canada,"(35.1120589, -90.0073395)",
3254,Cozy South Burnaby Homes,,,[],Clinton St Burnaby British Columbia,Canada,"(49.2129891, -122.9802239)",
3255,Deer Lake Home,,,[],6199 Walker Ave ,Canada,"(53.7869105, -1.7967577)",
3256,Garden City,,,[],6456 Gordon Ave ,Canada,"(53.4425114, -2.1871601)",
3257,Lougheed Highrise,,,[],9633 Manchester Dr ,Canada,"(55.8885272, -4.310771)",
3260,Second Home Burnaby,,,[],7456 2nd St ,Canada,"(38.7921324, -104.8454648)",
3261,Hampton Inn By Hilton Chilliwack,4.5,Excellent,"['Pool', 'Free parking', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Breakfast included', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Wheelchair Access', 'Microwave', 'Family Rooms', 'Non-smoking rooms', 'Suites']",8050 Lickman Rd Chilliwack British Columbia,Canada,"(49.1448649, -122.0068708)",
3262,Coast Chilliwack Hotel,4.5,Excellent,"['Pool', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Free parking', 'Restaurant', 'Room service', 'Bar/Lounge', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Electric vehicle charging station', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Multilingual Staff', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Sauna', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",45920 First Ave Chilliwack British Columbia,Canada,"(49.168853, -121.9527945)",
3263,SureStay Hotel By Best Western Chilliwack,4.0,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Breakfast included', 'Room service', 'Banquet Room', 'Business Centre with Internet Access', 'Conference Facilities', 'Dry Cleaning', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Shuttle Bus Service', 'Wheelchair Access', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",2-43971 Industrial Way Chilliwack British Columbia,Canada,"(55.001251, -125.002441)",
3264,The Royal Hotel,4.5,Excellent,"['Restaurant', 'Free parking', 'Free High Speed Internet (WiFi)', 'Banquet Room', 'Breakfast Available', 'Dry Cleaning', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Family Rooms', 'Non-smoking rooms', 'Suites']",45886 Wellington Ave Chilliwack British Columbia,Canada,"(55.001251, -125.002441)",
3265,Vedder River Inn,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Non-smoking rooms']",5788 Vedder Rd Chilliwack British Columbia,Canada,"(49.1465468, -121.9631175)",
3267,Travelodge Chilliwack,3.5,Very good,"['Pool', 'Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Fitness Centre with Gym / Workout Room', 'Banquet Room', 'Heated pool', 'Hot Tub', 'Indoor pool', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Wheelchair Access', 'Air conditioning', 'Non-smoking rooms', 'Suites']",45466 Yale Rd Chilliwack British Columbia,Canada,"(49.1533606, -121.9629854)",
3269,Rainbow Motor Inn,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Laundry Service', 'Non-smoking hotel', 'Public Wifi', 'Self-Serve Laundry', 'Air conditioning', 'Refrigerator in room', 'Family Rooms', 'Non-smoking rooms']",45620 Yale Rd Chilliwack British Columbia,Canada,"(49.1533606, -121.9629854)",
3270,The Fraser River's Edge B&B Lodge,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Babysitting', 'Breakfast Available', 'Hot Tub', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",43037 Old Orchard Rd Chilliwack British Columbia,Canada,"(49.1576978, -122.0340496)",
3271,Riverview B&B,5.0,Excellent,"['Free High Speed Internet (WiFi)', 'Free parking', 'Breakfast included', 'Laundry Service', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Air conditioning', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms', 'Suites']",43841 Stoneridge Pl Chilliwack British Columbia,Canada,"(49.1637346, -122.0124987)",
3272,Camperland RV Resort Bridal Falls,4.0,Very good,"['Pool', 'Restaurant', 'Fitness Centre with Gym / Workout Room', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Laundry Service', 'Pets Allowed ( Dog / Pet Friendly )', 'Public Wifi', 'Self-Serve Laundry']",53730 Bridal Falls Rd British Columbia,Canada,"(55.001251, -125.002441)",
3273,Chilliwack Bed and Breakfast,4.0,,[],46031 Airport Rd ,Canada,"(39.669044, -75.6336809)",
3274,Riverbend Guest House B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Kitchenette', 'Non-smoking rooms', 'Suites']",50691 O'Byrne Rd Chilliwack British Columbia,Canada,"(55.001251, -125.002441)",
3275,Camp Bridal,4.0,Very good,"['Pool', 'Free Internet', 'Children Activities (Kid / Family Friendly)', 'Pets Allowed ( Dog / Pet Friendly )']",53870 Bridal Falls Rd British Columbia,Canada,"(49.1975668, -121.7286199)",
3276,Riverfront Sanctuary Chilliwack,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Children Activities (Kid / Family Friendly)', 'Hot Tub', 'Self-Serve Laundry']",48752 Chilliwack Lake Rd Chilliwack British Columbia,Canada,"(49.095018, -121.9585394)",
3277,Forest Echoes Cabins,4.5,Excellent,['Kitchenette'],45825 Edmeston Rd Chilliwack British Columbia,Canada,"(55.001251, -125.002441)",
3278,Cozy B&B,5.0,,[],9630 Young Rd ,Canada,"(39.9886413, -78.2562395)",
3279,Joe's Salmon Lodge,4.5,Excellent,"['Restaurant', 'Bar/Lounge', 'Breakfast included', 'Free High Speed Internet (WiFi)', 'Airport transportation', 'Business Centre with Internet Access', 'Concierge', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",Hakai Pass Chilliwack British Columbia,Canada,"(55.001251, -125.002441)",
3280,The Cedars at Cultus Lake B&B,5.0,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Room service', 'Kitchenette', 'Suites']",45780 Sleepy Hollow Rd Chilliwack British Columbia,Canada,"(55.001251, -125.002441)",
3281,Cottage Garden Bed & Breakfast,4.5,,[],6840 School Lane ,Canada,"(51.5922189, -0.3812411)",
3282,White Pillars Country Estate B&B,4.5,,[],3195 Karson Rd ,Canada,"(49.062071, -122.0589275)",
3283,Cottonwood Meadows RV Country Club,3.5,Very good,"['Free High Speed Internet (WiFi)', 'Pets Allowed ( Dog / Pet Friendly )']",44280 Luckakuck Way Chilliwack British Columbia,Canada,"(49.14179065, -121.998728535126)",
3284,Cultus Cottages,4.0,,[],1785 Columbia Valley Highway ,Canada,"(49.0570921, -121.9682658)",
3285,Cedar Grove,5.0,,[],9911 Parkwood Dr ,Canada,"(52.5511652, -1.8635266)",
3286,Cascadia Bed & Breakfast,4.0,,[],A-45420 Hodgins Ave ,Canada,"(56.6588304, -111.2792211)",
3287,Chilliwack River RV & Campground,3.0,,[],50801 O'Byrne Rd ,Canada,"(53.1916897, -6.1080843)",
3288,"Magnolia Manor Bed & Breakfast Chilliwack, Canada",2.5,,[],Magnolia Manor ,Canada,"(47.6521016, -122.3890656)",
3289,Ryder Lake Lodge B&B,,,[],48190 Sherlaw Rd ,Canada,"(49.0958625, -121.8908313)",
3290,Royalwood RV Park Resort,1.0,,[],41172 Royalwood Dr ,Canada,"(49.1261075, -122.0851992)",
3291,The Chillwack Motor Inn,1.0,,[],8120 Young Rd ,Canada,"(39.9886413, -78.2562395)",
3292,Vedder River Campground,1.5,,[],5355 Giesbrecht Road ,Canada,"(52.9759201, -122.4154986)",
3293,Days Inn - Chilliwack,,,[],8583 Young Road S ,Canada,"(36.173165, -92.924177)",
3294,Gord's Little Acre B & B,,,[],10050 Sussex Drive Chilliwack British ,Canada,"(49.1829952, -121.7791242)",
3295,The Old Schoolhouse Inn B&B,,,[],47390 Fairfield Rd ,Canada,"(53.7685215, -0.3853962)",
3296,Selkirk House Bed & Breakfast,,,[],6382 Selkirk St ,Canada,"(42.3895769393939, -83.0364222929293)",
3297,Motel Restaurant Chantmartin,3.5,Very good,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Bar/Lounge', 'Golf Course', 'Meeting rooms', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",414 Bateau passeur Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3298,Auberge Maison Gagne,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",139 Bateau-Passeur Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3299,Auberge la Sainte Paix,4.5,Excellent,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast Available', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Non-smoking rooms']",102 Rue Saguenay Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3300,Auberge La Merveilleuse,4.5,Excellent,"['Free High Speed Internet (WiFi)', 'Breakfast included', 'Non-smoking hotel', 'Family Rooms', 'Non-smoking rooms']",113 Rue de la Coupe de l'Islet Tadoussac Quebec,Canada,"(48.1399494, -69.7176706)",
3301,La Maison Harvey Lessard,,,[],16 rue Bellevue Tadoussac Quebec,Canada,"(48.1505616356064, -69.7175389599985)",
3302,Hotel - Motel Le Beluga,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Restaurant', 'Non-smoking hotel', 'Air conditioning', 'Refrigerator in room', 'Non-smoking rooms']",19 Tadoussac Quebec,Canada,"(48.14364, -69.719925)",
3303,Hotel Tadoussac,,,[],16 Tadoussac Quebec,Canada,"(48.14364, -69.719925)",129.0
3304,Maison Hovington,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",28 Tadoussac Quebec,Canada,"(48.14364, -69.719925)",
3305,Gite du Goeland,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Concierge', 'Golf Course', 'Non-smoking hotel', 'Shuttle Bus Service']",261 rue de l' Hotel-de-Ville Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3306,Motel de L'Anse a L'Eau,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Non-smoking rooms']",173 rue des Pionniers Tadoussac Quebec,Canada,"(48.1438191, -69.7211974)",84.0
3307,Lacs a Jimmy Outfitter and Cottages,4.5,Excellent,"['Free parking', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Non-smoking hotel', 'Self-Serve Laundry', 'Wheelchair Access', 'Refrigerator in room', 'Accessible rooms', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",62 Highway 138 Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3308,Gite aux Vieux Pommiers,4.0,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Breakfast included', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",24 Tadoussac Quebec,Canada,"(48.14364, -69.719925)",
3309,Camping Tadoussac,4.0,Very good,"['Free parking', 'Children Activities (Kid / Family Friendly)', 'Golf Course', 'Pets Allowed ( Dog / Pet Friendly )', 'Self-Serve Laundry', 'Refrigerator in room']",428 Bateau Passeur Street Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3310,Hotel Le Pionnier,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Public Wifi', 'Non-smoking rooms']",263 rue des Pionniers Tadoussac Quebec,Canada,"(48.1435179, -69.7136153)",
3311,Le Gite du Bouleau,,,[],102 rue des Bouleau Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3312,Hotel Sous la Croix,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",3 rue Sous la Croix Tadoussac Quebec,Canada,"(48.1482034, -69.7175207)",
3313,Gite du Moulin Baude,4.5,Excellent,[],381 des Pionniers Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3314,Chalet de la Montagne,4.5,Excellent,"['Free parking', 'Golf Course', 'Pets Allowed ( Dog / Pet Friendly )', 'Refrigerator in room']",1 Rue Therrien Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3315,Chalet-Camping Domaine des Dunes,3.5,Very good,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel', 'Paid Internet', 'Paid Wifi', 'Self-Serve Laundry', 'Microwave', 'Refrigerator in room', 'Family Rooms', 'Kitchenette', 'Non-smoking rooms']",585 Moulin a Baude Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3316,Hebergement Champlain,4.0,,[],261 Champlain ,Canada,"(46.441406, -72.343941)",
3317,Gite Sereni-the,,,[],90 Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3318,Petit hotel La Passe-Pierre,3.5,Very good,"['Free parking', 'Air conditioning']",242 Hotel-de-Ville Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3319,Maison Fortier B&B,4.0,,[],17 ,Canada,"(45.73022675, -0.721287587256379)",
3320,Hotel Georges,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Laundry Service', 'Meeting rooms', 'Non-smoking hotel', 'Pets Allowed ( Dog / Pet Friendly )', 'Wheelchair Access', 'Family Rooms', 'Non-smoking rooms']",135 Bateau Passeur Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3321,Club Tadoussac,,,[],4 ,Canada,"(33.9204332, -6.3676093)",
3322,Les Suites de L'Anse,3.0,Average,"['Free parking', 'Free High Speed Internet (WiFi)', 'Golf Course', 'Non-smoking hotel']",159 rue de Bateau-Passeur Tadoussac Quebec,Canada,"(52.4760892, -71.8258668)",
3323,Auberge La Galouine,3.0,Average,"['Free parking', 'Restaurant', 'Free High Speed Internet (WiFi)', 'Non-smoking hotel', 'Public Wifi', 'Air conditioning', 'Non-smoking rooms']",25 Tadoussac Quebec,Canada,"(48.14364, -69.719925)",
3324,Gite du Forgeron,2.5,,[],32 ,Canada,"(43.6955276, 0.410101917523799)",
3325,La Maison Simard,2.5,,[],256 Rue des Montagnais ,Canada,"(48.1441101727273, -69.7112016181818)",
